Core-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-3,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
100.04,3723.85,1.55,0.64,0.00,0.30,0.00,0.06,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2396.00,436.00,18.20,790.50,
100.04,3688.30,1.55,0.65,0.00,0.35,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2504.00,479.00,19.13,867.70,
100.00,3682.24,1.55,0.64,0.00,0.32,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,2412.00,463.00,19.20,818.65,
100.01,3720.00,1.55,0.64,0.00,0.31,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2366.00,419.00,17.71,737.06,
100.00,3717.66,1.54,0.65,0.00,0.31,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,20112.00,4716.00,23.45,672.13,
100.02,3703.46,1.55,0.64,0.00,0.26,0.00,0.09,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7923.00,541.00,6.83,823.47,
99.99,3702.52,1.55,0.65,0.00,0.34,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2380.00,441.00,18.53,788.47,
100.03,3724.14,1.55,0.64,0.00,0.32,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2388.00,430.00,18.01,750.67,
100.01,3693.72,1.55,0.64,0.00,0.30,0.00,0.06,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.01,0.00,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.00,4576.00,1524.00,33.30,1042.31,
99.95,3726.19,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,16815.00,1669.00,9.93,687.48,
100.03,3723.36,1.55,0.64,0.00,0.32,0.00,0.08,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2498.00,505.00,20.22,822.53,
100.02,3723.89,1.55,0.65,0.00,0.35,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2543.00,544.00,21.39,1159.67,
100.02,3703.32,1.54,0.65,0.00,0.29,0.00,0.08,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2470.00,476.00,19.27,952.80,
100.00,3714.36,1.55,0.64,0.00,0.31,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2516.00,550.00,21.86,923.23,
100.00,3709.01,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.26,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,19712.00,1840.00,9.33,1321.99,
100.03,3724.02,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,37202.00,4036.00,10.85,1689.02,
99.97,3726.27,1.55,0.65,0.00,0.25,0.00,0.07,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2299.00,473.00,20.57,943.45,
100.04,3713.71,1.55,0.65,0.00,0.27,0.00,0.08,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2440.00,453.00,18.57,990.26,
100.06,3692.78,1.55,0.64,0.00,0.33,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2462.00,456.00,18.52,956.88,
100.10,3721.77,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,16784.00,1674.00,9.97,999.39,
100.05,3723.87,1.54,0.65,0.00,0.35,0.00,0.07,0.03,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2468.00,449.00,18.19,968.44,
100.05,3694.92,1.55,0.64,0.00,0.22,0.00,0.07,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2494.00,496.00,19.89,889.99,
100.03,3724.45,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2522.00,514.00,20.38,955.62,
100.05,3723.56,1.54,0.65,0.00,0.31,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2474.00,488.00,19.73,1200.95,
100.00,3724.25,1.55,0.64,0.00,0.28,0.00,0.05,0.01,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,16690.00,1748.00,10.47,899.95,
100.07,3677.65,1.55,0.65,0.00,0.29,0.00,0.08,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2446.00,461.00,18.85,909.34,
100.00,3724.48,1.55,0.64,0.00,0.32,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7151.00,1071.00,14.98,1122.48,
100.05,3694.85,1.55,0.65,0.00,0.31,0.00,0.08,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2469.00,488.00,19.77,975.70,
100.04,3713.92,1.54,0.65,0.00,0.33,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2501.00,464.00,18.55,1197.57,
100.05,3714.29,1.55,0.64,0.00,0.24,0.00,0.06,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,16586.00,1961.00,11.82,960.09,
100.05,3723.83,1.55,0.65,0.00,0.32,0.00,0.08,0.02,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2436.00,465.00,19.09,941.72,
100.00,3692.92,1.54,0.65,0.00,0.33,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2499.00,500.00,20.01,1005.18,
100.05,3693.64,1.55,0.64,0.00,0.23,0.00,0.07,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2420.00,448.00,18.51,912.40,
100.00,3724.91,1.55,0.65,0.00,0.30,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,32755.00,2795.00,8.53,989.88,
100.00,3689.04,1.55,0.64,0.00,0.32,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,15857.00,1313.00,8.28,989.40,
100.03,3713.60,1.55,0.65,0.00,0.29,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2482.00,488.00,19.66,945.21,
100.05,3723.36,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2512.00,463.00,18.43,1194.30,
100.06,3697.72,1.55,0.64,0.00,0.30,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2527.00,549.00,21.73,881.67,
100.02,3693.45,1.55,0.65,0.00,0.30,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2501.00,476.00,19.03,1176.93,
100.04,3723.70,1.54,0.65,0.00,0.34,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,20059.00,6118.00,30.50,887.83,
100.02,3724.36,1.55,0.64,0.00,0.32,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2478.00,543.00,21.91,849.11,
100.05,3723.69,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2479.00,477.00,19.24,920.60,
100.01,3724.51,1.55,0.64,0.00,0.34,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2451.00,464.00,18.93,904.97,
100.04,3723.95,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2634.00,596.00,22.63,1195.09,
100.04,3723.76,1.55,0.65,0.00,0.37,0.00,0.07,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2484.00,437.00,17.59,908.15,
100.04,3723.77,1.55,0.64,0.00,0.31,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2539.00,517.00,20.36,898.04,
100.05,3723.17,1.55,0.65,0.00,0.30,0.00,0.05,0.02,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2488.00,487.00,19.57,916.47,
100.02,3724.25,1.54,0.65,0.00,0.32,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7424.00,1131.00,15.23,1412.15,
100.07,3722.75,1.55,0.64,0.00,0.32,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2429.00,426.00,17.54,862.84,
100.02,3724.05,1.55,0.65,0.00,0.32,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2465.00,458.00,18.58,959.61,
99.98,3725.16,1.55,0.65,0.00,0.36,0.00,0.07,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2538.00,529.00,20.84,1007.45,
100.01,3724.43,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2467.00,480.00,19.46,934.72,
100.00,3724.25,1.55,0.65,0.00,0.28,0.00,0.05,0.01,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2486.00,482.00,19.39,875.64,
100.00,3724.16,1.55,0.64,0.00,0.33,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2468.00,445.00,18.03,927.00,
100.05,3723.16,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2531.00,455.00,17.98,945.47,
100.05,3723.59,1.54,0.65,0.00,0.30,0.00,0.06,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2418.00,420.00,17.37,1160.51,
99.98,3724.60,1.55,0.64,0.00,0.33,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2429.00,505.00,20.79,944.60,
100.04,3723.72,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2426.00,468.00,19.29,814.37,
100.02,3724.37,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2473.00,471.00,19.05,992.66,
100.04,3723.95,1.55,0.64,0.00,0.27,0.00,0.08,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,1273.00,601.00,47.21,906.86,
100.00,3724.17,1.55,0.65,0.00,0.25,0.00,0.06,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2475.00,467.00,18.87,942.80,
100.00,3724.54,1.55,0.64,0.00,0.31,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2472.00,458.00,18.53,1000.88,
100.04,3724.20,1.55,0.65,0.00,0.32,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2446.00,470.00,19.22,1028.03,
100.02,3724.27,1.54,0.65,0.00,0.33,0.00,0.09,0.03,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2510.00,490.00,19.52,1035.31,
100.05,3723.27,1.55,0.64,0.00,0.28,0.00,0.08,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,3882.00,1417.00,36.50,944.04,
100.06,3723.82,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,6495.00,1544.00,23.77,1444.39,
100.00,3724.37,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2431.00,445.00,18.31,911.19,
100.02,3723.68,1.55,0.65,0.00,0.35,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7358.00,1125.00,15.29,947.87,
100.00,3724.85,1.55,0.65,0.00,0.32,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,7181.00,1104.00,15.37,1807.94,
100.06,3723.64,1.55,0.64,0.00,0.29,0.00,0.09,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,12726.00,1255.00,9.86,889.34,
100.02,3724.10,1.55,0.65,0.00,0.29,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2443.00,497.00,20.34,914.00,
100.00,3723.91,1.54,0.65,0.00,0.27,0.00,0.07,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,9001.00,1163.00,12.92,1089.64,
100.07,3705.30,1.55,0.64,0.00,0.29,0.00,0.05,0.01,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7079.00,1120.00,15.82,898.80,
100.00,3715.12,1.55,0.65,0.00,0.33,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2429.00,480.00,19.76,908.22,
100.01,3714.31,1.54,0.65,0.00,0.31,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2445.00,469.00,19.18,856.55,
100.03,3702.97,1.55,0.64,0.00,0.29,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,3616.00,489.00,13.52,836.30,
100.00,3724.23,1.55,0.65,0.00,0.27,0.00,0.07,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2455.00,481.00,19.59,910.72,
100.05,3723.67,1.55,0.64,0.00,0.32,0.00,0.05,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7510.00,1131.00,15.06,958.94,
99.98,3724.84,1.55,0.65,0.00,0.34,0.00,0.07,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2408.00,424.00,17.61,882.15,
100.06,3712.72,1.54,0.65,0.00,0.29,0.00,0.09,0.02,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,4050.00,639.00,15.78,1060.79,
100.03,3723.72,1.55,0.64,0.00,0.32,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2547.00,544.00,21.36,1044.47,
100.00,3724.34,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2461.00,473.00,19.22,1183.86,
100.01,3692.02,1.54,0.65,0.00,0.31,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,23519.00,2461.00,10.46,982.39,
100.01,3713.58,1.55,0.65,0.00,0.32,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2414.00,475.00,19.68,996.39,
100.00,3724.41,1.55,0.65,0.00,0.30,0.00,0.08,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2467.00,465.00,18.85,1037.04,
100.01,3724.25,1.55,0.64,0.00,0.34,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2450.00,439.00,17.92,961.70,
100.01,3724.34,1.55,0.65,0.00,0.32,0.00,0.08,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2433.00,457.00,18.78,913.33,
100.00,3723.86,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2448.00,548.00,22.39,845.90,
100.02,3724.40,1.55,0.64,0.00,0.34,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2420.00,442.00,18.26,881.76,
100.00,3724.86,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2470.00,430.00,17.41,925.93,
100.00,3724.40,1.54,0.65,0.00,0.31,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2481.00,485.00,19.55,1282.62,
99.99,3724.96,1.55,0.64,0.00,0.30,0.00,0.07,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2456.00,455.00,18.53,907.49,
100.01,3724.30,1.55,0.65,0.00,0.31,0.00,0.08,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2434.00,436.00,17.91,904.97,
99.99,3724.36,1.55,0.64,0.00,0.28,0.00,0.07,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2468.00,508.00,20.58,884.32,
100.00,3724.79,1.55,0.65,0.00,0.30,0.00,0.09,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7970.00,679.00,8.52,821.40,
100.00,3724.47,1.54,0.65,0.00,0.32,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2478.00,499.00,20.14,1286.86,
100.01,3724.10,1.55,0.64,0.00,0.32,0.00,0.06,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,11395.00,1470.00,12.90,1062.31,
100.06,3723.37,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2527.00,475.00,18.80,1144.87,
100.00,3724.31,1.55,0.65,0.00,0.34,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,10150.00,4077.00,40.17,1078.46,
100.02,3723.93,1.55,0.64,0.00,0.30,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,9554.00,1021.00,10.69,1051.90,
100.01,3724.35,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2455.00,513.00,20.90,936.88,
99.99,3724.36,1.55,0.64,0.00,0.32,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2445.00,517.00,21.15,884.92,
100.01,3724.50,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2490.00,500.00,20.08,992.00,
