Core-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-3,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
0.50,1469.27,0.33,2.99,0.05,0.21,0.55,250.73,53.25,588.06,4.32,1.97,0.00,1.03,0.14,7.46,96.01,62.87,19.05,18.35,49.53,32.19,6.47,10.87,27.29,17.32,1.28,7.49,4356.00,341.00,7.83,356.11,
0.47,1476.84,0.36,2.75,0.05,0.23,0.53,243.89,55.41,578.11,4.50,1.88,0.00,0.96,0.07,7.41,43.90,42.19,7.42,3.00,41.34,32.42,6.29,2.63,20.12,17.62,1.19,0.37,9069.00,1415.00,15.60,583.05,
0.48,1481.73,0.36,2.76,0.05,0.22,0.53,241.99,53.35,590.09,4.57,1.86,0.00,1.19,0.07,7.69,43.15,42.45,7.55,2.88,39.63,28.50,8.59,2.54,24.90,20.80,3.82,0.35,4244.00,346.00,8.15,348.84,
0.56,1468.84,0.43,2.32,0.06,0.21,0.53,244.14,52.10,591.44,4.45,1.81,0.00,0.99,0.07,7.32,47.33,42.69,7.67,3.52,41.08,31.89,6.42,2.77,21.13,17.99,1.38,0.75,4447.00,414.00,9.31,405.84,
0.98,1496.04,0.48,2.10,0.06,0.22,0.53,241.40,52.96,594.65,4.52,1.84,0.00,1.08,0.11,7.55,68.38,32.22,19.39,16.79,28.30,3.00,16.04,9.27,47.68,31.56,8.04,7.51,6160.00,988.00,16.04,424.03,
0.55,3119.09,0.36,2.76,0.02,0.28,0.31,134.86,37.72,587.52,16.55,1.73,0.02,1.70,0.08,20.08,67.38,58.24,9.39,4.03,41.90,32.81,6.36,2.74,22.45,19.57,1.42,1.29,388194.00,326802.00,84.19,571.66,
1.06,2977.97,0.34,2.94,0.05,0.22,0.55,245.84,54.38,587.62,5.09,2.00,0.00,1.22,0.05,8.35,46.82,41.65,7.67,3.23,41.69,32.56,6.40,2.73,21.61,18.66,1.38,0.50,387803.00,283321.00,73.06,556.91,
1.49,1493.51,0.47,2.13,0.05,0.22,0.55,251.41,54.31,594.14,4.11,1.84,0.02,1.22,0.11,7.30,47.37,42.32,7.84,3.50,38.64,29.47,6.29,2.88,21.85,19.71,1.35,0.62,9093.00,1798.00,19.77,554.83,
0.50,1451.96,0.32,3.14,0.05,0.22,0.52,244.46,54.10,596.69,17.41,2.33,0.07,2.71,0.23,22.75,46.31,42.07,7.49,3.19,41.88,32.61,6.54,2.73,20.18,17.44,1.31,0.46,4278.00,327.00,7.64,559.79,
0.48,1484.32,0.36,2.78,0.05,0.25,0.52,303.79,76.92,649.76,4.73,2.07,0.00,1.10,0.14,8.03,42.79,42.21,7.59,2.81,41.95,32.82,6.61,2.52,20.74,18.34,1.33,0.29,4243.00,335.00,7.90,344.33,
0.48,1493.01,0.36,2.75,0.05,0.22,0.53,243.05,52.53,589.01,4.89,2.04,0.00,1.17,0.09,8.19,47.39,42.84,7.63,3.14,41.58,32.67,6.22,2.69,21.35,17.97,1.35,0.45,4399.00,379.00,8.62,362.30,
0.49,1473.89,0.35,2.83,0.05,0.22,0.55,246.44,54.27,596.01,4.52,1.86,0.00,1.03,0.07,7.48,47.58,43.32,7.41,3.62,41.22,31.93,6.31,2.98,20.62,18.15,1.24,0.64,4391.00,365.00,8.31,338.90,
0.54,1312.96,0.37,2.74,0.05,0.26,0.37,233.73,61.04,718.06,4.61,1.84,0.00,1.28,0.09,7.82,46.13,41.14,7.74,2.85,100.99,82.75,15.78,2.46,38.38,36.50,2.57,0.39,4259.00,349.00,8.19,288.76,
0.60,1695.28,0.41,2.45,0.09,0.30,0.53,521.50,155.67,736.96,25.51,2.30,0.13,2.61,0.07,30.61,165.16,132.40,23.25,16.01,125.90,95.83,18.33,11.74,74.89,65.60,5.00,4.27,12005.00,1956.00,16.29,397.51,
1.06,1474.28,0.71,1.41,0.04,0.31,0.58,494.97,151.40,616.34,24.72,1.88,0.11,4.31,0.70,31.71,168.48,135.55,22.81,15.40,119.73,90.23,18.45,11.05,76.36,66.54,5.40,4.35,14089.00,1104.00,7.84,335.50,
0.95,1498.93,0.74,1.35,0.04,0.31,0.58,485.09,151.68,596.60,31.74,1.42,0.84,1.99,0.87,36.86,155.98,94.45,31.71,33.37,127.63,88.90,18.28,20.45,81.89,63.89,5.05,12.93,15336.00,1712.00,11.16,461.84,
1.00,1499.05,0.61,1.65,0.07,0.30,0.59,492.12,149.15,598.27,26.36,2.65,0.11,2.95,0.06,32.12,157.60,95.93,31.84,33.02,111.72,69.11,22.95,19.67,69.48,48.22,7.89,13.35,12909.00,1283.00,9.94,397.55,
0.94,1435.91,0.52,1.91,0.07,0.30,0.57,499.36,149.03,609.68,29.95,0.81,0.06,1.53,0.04,32.39,154.62,95.70,31.33,31.14,111.64,69.48,23.40,18.77,61.92,41.73,7.77,12.38,10123.00,845.00,8.35,401.33,
0.88,1498.89,0.58,1.73,0.06,0.30,0.57,505.52,151.81,608.42,28.73,1.35,0.06,2.03,0.08,32.25,157.24,96.22,31.63,32.87,113.54,70.55,23.43,19.56,63.85,42.52,8.01,13.31,14234.00,518.00,3.64,410.33,
0.71,1498.54,0.63,1.58,0.05,0.30,0.56,505.26,150.94,622.27,27.13,2.03,0.15,2.90,0.07,32.28,156.52,95.89,31.94,32.18,114.59,71.37,23.21,20.01,61.84,41.44,8.22,12.17,10161.00,824.00,8.11,372.98,
0.75,1498.76,0.62,1.63,0.06,0.30,0.56,507.21,152.93,614.91,26.15,1.63,1.12,1.92,1.10,31.92,164.89,131.39,23.16,17.57,127.35,96.30,18.52,12.53,76.02,65.58,5.36,5.05,10994.00,1590.00,14.46,477.70,
1.19,1499.39,0.75,1.34,0.05,0.31,0.59,490.50,152.17,598.26,26.93,2.50,0.08,3.15,0.06,32.71,174.82,99.33,36.96,40.87,139.97,97.14,18.31,24.52,85.76,63.95,5.39,16.35,23969.00,1170.00,4.88,380.97,
0.82,1489.97,0.69,1.45,0.05,0.30,0.57,507.76,152.88,626.98,21.73,0.80,0.02,0.53,0.05,23.12,180.46,147.28,23.45,15.00,120.77,91.22,18.45,11.11,75.54,66.49,5.13,3.89,20382.00,1064.00,5.22,366.65,
1.23,1498.98,0.55,1.82,0.07,0.31,0.58,483.89,149.51,600.34,30.31,1.98,0.01,2.19,0.11,34.60,167.99,135.88,23.27,15.87,127.72,97.47,18.47,11.78,77.59,67.96,5.47,4.09,14994.00,1198.00,7.99,917.36,
1.25,1499.02,0.60,1.67,0.07,0.30,0.60,503.51,151.15,599.50,30.99,0.68,0.03,0.58,0.08,32.36,226.19,164.44,34.34,29.58,110.22,67.71,23.29,19.21,60.95,42.55,7.99,10.37,21961.00,830.00,3.78,340.65,
0.83,1498.72,0.69,1.46,0.05,0.30,0.56,505.65,150.70,621.42,26.56,2.39,0.03,3.03,0.17,32.17,156.90,96.03,31.43,32.83,111.93,68.89,23.52,19.52,63.13,42.16,7.65,13.30,14205.00,1066.00,7.50,393.52,
0.91,1498.78,0.62,1.62,0.05,0.28,0.59,511.57,145.38,637.62,26.18,2.61,0.04,3.04,0.12,31.99,180.73,147.88,22.79,15.43,103.54,69.19,23.20,11.15,53.98,41.73,7.96,4.28,25395.00,1539.00,6.06,667.04,
0.85,1502.30,0.71,1.40,0.05,0.31,0.59,483.90,148.24,593.15,26.46,1.36,1.44,1.09,1.90,32.25,159.41,98.23,31.88,32.72,112.22,69.12,23.38,19.72,64.32,43.42,7.87,13.01,10272.00,791.00,7.70,433.40,
1.48,1499.19,0.48,2.09,0.07,0.30,0.60,500.63,149.83,592.23,29.46,0.98,0.04,1.20,0.08,31.77,181.24,148.52,23.00,15.14,119.89,90.10,18.47,11.32,76.04,66.88,5.27,3.82,29730.00,1663.00,5.59,646.60,
1.00,1498.77,0.57,1.76,0.07,0.28,0.59,524.15,145.84,613.82,26.38,2.60,0.14,3.15,0.11,32.37,156.20,95.36,31.68,32.84,111.04,68.69,23.09,19.27,63.24,41.98,7.67,13.58,13285.00,1230.00,9.26,590.91,
0.85,1495.78,0.70,1.42,0.05,0.31,0.59,486.96,149.94,597.88,26.84,2.26,0.21,2.92,0.21,32.44,153.90,92.90,31.17,32.78,103.60,65.03,19.02,19.56,55.40,36.22,5.95,13.22,14806.00,1668.00,11.27,532.09,
0.93,1498.82,0.63,1.60,0.05,0.30,0.58,510.84,154.43,606.51,26.47,2.25,0.35,2.70,0.35,32.12,157.88,97.02,31.78,32.81,112.05,68.84,23.33,19.87,60.80,40.75,7.09,12.93,14958.00,1525.00,10.20,386.98,
0.82,1498.73,0.71,1.41,0.04,0.32,0.61,481.81,152.42,619.06,26.96,2.47,0.60,2.91,0.10,33.04,159.39,102.63,29.49,30.79,107.65,67.41,22.15,18.09,53.80,33.07,8.03,12.69,26177.00,1450.00,5.54,546.09,
0.73,1498.48,0.59,1.68,0.06,0.31,0.64,543.29,168.73,641.79,26.56,1.41,0.03,1.97,0.19,30.17,152.38,99.81,29.13,27.20,109.30,70.84,21.61,16.86,62.99,44.74,7.89,10.35,14244.00,876.00,6.15,486.99,
1.04,1498.80,0.59,1.69,0.08,0.31,0.50,473.07,146.44,719.95,27.91,0.72,0.03,1.15,0.09,29.89,202.17,134.28,35.95,33.81,114.50,71.52,21.86,21.12,63.39,43.67,7.01,12.69,17779.00,3307.00,18.60,959.77,
1.12,1499.01,0.50,1.99,0.08,0.30,0.64,542.85,164.61,645.67,26.15,0.75,0.24,1.84,0.13,29.11,153.98,100.53,28.95,27.94,117.25,78.93,21.41,16.92,71.94,52.44,8.45,11.03,11838.00,1155.00,9.76,480.52,
0.66,1498.18,0.63,1.59,0.05,0.30,0.46,373.66,112.15,743.95,17.18,0.78,0.05,0.36,0.10,18.48,154.66,100.11,29.28,28.91,110.15,71.67,21.49,17.00,64.06,44.26,7.85,11.91,14411.00,961.00,6.67,437.67,
0.72,1498.22,0.61,1.64,0.06,0.30,0.64,556.34,169.32,646.71,24.50,2.81,0.54,2.28,0.19,30.33,185.20,152.20,22.95,15.64,104.99,69.89,23.39,11.71,53.38,41.72,7.71,3.93,9901.00,846.00,8.54,353.98,
0.70,1498.47,0.65,1.53,0.05,0.30,0.57,504.45,152.65,613.18,26.25,2.55,0.11,2.87,0.10,31.88,155.60,96.27,31.52,31.02,109.67,67.86,23.19,18.63,61.22,41.34,7.46,12.39,10031.00,775.00,7.73,463.82,
0.69,1487.89,0.67,1.50,0.05,0.28,0.59,524.53,147.87,609.79,26.37,2.43,0.04,3.33,0.12,32.29,155.26,94.41,31.71,32.40,110.49,67.62,23.13,19.74,61.88,41.25,7.95,12.66,8299.00,361.00,4.35,642.70,
1.02,1499.19,0.67,1.49,0.03,0.31,0.59,488.49,149.85,603.05,26.11,2.51,0.01,3.03,0.06,31.72,190.14,127.00,34.19,31.53,129.60,91.70,18.00,19.89,83.24,66.58,5.01,11.63,8629.00,403.00,4.67,424.69,
0.70,1498.58,0.65,1.53,0.05,0.29,0.23,189.71,55.22,549.37,26.73,2.46,0.03,2.64,0.14,31.99,154.56,94.58,31.65,32.02,113.43,71.05,23.44,18.94,63.25,41.79,8.37,13.08,11720.00,844.00,7.20,631.42,
0.68,1497.80,0.66,1.53,0.06,0.30,0.57,508.09,152.76,615.43,26.11,2.48,0.08,2.77,0.19,31.64,155.05,95.86,31.43,31.27,112.87,70.53,23.32,19.02,61.93,41.48,8.18,12.26,13312.00,1245.00,9.35,422.93,
0.78,1498.76,0.76,1.32,0.05,0.29,0.44,335.99,95.95,698.16,27.69,2.65,0.02,2.87,0.12,33.35,163.66,133.63,22.53,14.43,105.75,71.16,23.66,10.93,51.46,40.50,7.43,3.50,15123.00,1147.00,7.58,387.28,
0.76,1498.67,0.71,1.42,0.05,0.28,0.59,527.68,146.79,610.43,26.57,2.60,0.11,2.82,0.14,32.24,156.64,95.87,31.64,32.23,112.98,69.53,23.55,19.91,62.60,42.54,7.71,12.32,12512.00,706.00,5.64,201.71,
0.87,1498.66,0.66,1.52,0.05,0.29,0.57,509.02,147.32,614.80,26.60,2.41,0.06,2.91,0.07,32.05,156.91,96.25,31.82,32.31,130.35,91.94,18.90,19.50,85.43,67.34,5.21,12.81,15216.00,1543.00,10.14,401.05,
0.85,1499.02,0.70,1.42,0.04,0.31,0.58,490.21,149.97,602.28,26.38,2.24,0.11,2.65,0.33,31.72,158.69,96.55,31.98,33.62,130.80,91.81,18.50,20.49,84.57,66.50,4.92,13.13,10268.00,860.00,8.38,786.25,
0.75,1493.27,0.61,1.65,0.07,0.30,0.57,436.58,130.23,559.36,21.96,0.80,0.30,0.41,0.25,23.73,182.79,147.85,23.39,17.35,104.80,69.20,22.89,12.71,54.10,41.61,7.81,4.64,18524.00,1443.00,7.79,396.42,
0.84,1499.49,0.67,1.50,0.05,0.30,0.58,530.44,156.68,619.70,26.42,2.36,0.03,1.82,1.09,31.71,150.66,93.29,31.11,29.78,109.50,68.25,23.15,18.09,60.84,41.45,7.67,11.69,15734.00,844.00,5.36,344.78,
0.77,1498.68,0.74,1.36,0.05,0.30,0.57,508.24,152.99,618.75,22.45,0.58,0.14,0.44,0.14,23.74,153.67,95.48,31.40,30.36,107.33,64.81,23.66,18.87,51.60,32.05,8.06,11.49,12529.00,929.00,7.41,357.52,
0.86,1499.04,0.66,1.53,0.05,0.30,0.56,501.46,152.58,616.40,26.85,2.47,0.11,2.70,0.25,32.38,180.16,146.53,22.91,15.65,121.90,91.86,18.45,11.58,75.53,66.35,5.09,4.07,17503.00,1223.00,6.99,396.02,
0.75,1498.19,0.60,1.66,0.06,0.29,0.58,509.56,145.80,605.36,26.50,2.25,0.18,2.95,0.07,31.95,154.48,96.19,31.31,30.66,112.55,70.66,23.22,18.67,62.07,41.81,8.25,11.99,9929.00,840.00,8.46,637.54,
0.70,1498.69,0.65,1.55,0.05,0.32,0.58,490.12,155.69,601.86,26.01,2.34,0.04,2.78,0.08,31.25,154.78,95.17,31.68,31.26,108.71,66.76,22.75,19.19,60.94,41.05,7.76,12.07,10267.00,828.00,8.06,392.43,
0.84,1498.29,0.72,1.39,0.04,0.30,0.48,456.98,138.85,693.09,22.68,0.93,0.03,0.59,0.19,24.41,157.51,97.81,31.58,31.52,107.91,64.78,24.15,18.97,52.84,31.89,8.37,12.55,10370.00,798.00,7.70,342.46,
1.31,1498.71,0.54,1.85,0.05,0.29,0.60,491.63,144.50,598.67,27.02,2.33,0.01,2.71,0.06,32.13,156.07,95.47,31.63,32.48,108.16,66.16,22.90,19.09,62.40,41.04,7.96,13.38,15700.00,1572.00,10.01,390.63,
0.91,1499.08,0.78,1.27,0.04,0.30,0.51,384.26,117.12,519.13,26.40,2.54,0.17,2.86,0.11,32.07,154.60,95.27,31.49,31.95,112.26,69.96,23.26,19.03,62.63,41.50,8.21,12.91,10264.00,949.00,9.25,437.07,
0.84,1499.65,0.65,1.54,0.05,0.30,0.56,500.14,150.67,620.58,26.99,4.08,0.08,3.49,0.15,34.78,135.67,86.69,24.70,24.72,106.89,69.38,23.42,14.10,60.13,41.69,7.81,10.62,20188.00,1508.00,7.47,304.37,
0.88,1498.84,0.64,1.55,0.05,0.30,0.43,330.41,100.44,555.70,27.93,2.18,0.06,2.33,0.08,32.58,156.92,96.12,31.47,32.77,111.56,69.32,23.00,19.24,64.03,42.35,8.14,13.53,14109.00,1101.00,7.80,404.02,
0.83,1502.14,0.72,1.38,0.05,0.29,0.23,189.84,55.11,551.83,27.43,2.43,0.03,2.84,0.08,32.82,151.23,92.87,31.34,30.43,107.16,65.00,23.28,18.88,58.84,40.15,7.11,11.56,14188.00,1065.00,7.51,428.85,
1.03,1498.97,0.63,1.60,0.06,0.31,0.59,489.83,150.18,595.81,22.73,0.67,0.05,0.39,0.09,23.93,148.68,80.39,33.76,36.80,111.22,66.51,24.13,20.58,56.65,31.90,8.52,16.22,12963.00,1122.00,8.66,429.32,
1.03,1499.02,0.70,1.43,0.05,0.30,0.54,449.44,134.11,576.06,26.06,2.71,0.10,3.09,0.01,31.97,184.03,149.61,23.49,16.65,106.79,70.99,23.79,12.00,55.01,42.74,7.61,4.65,15176.00,829.00,5.46,362.50,
0.72,1498.17,0.63,1.59,0.05,0.30,0.59,489.25,146.47,646.47,26.27,2.58,0.01,2.81,0.07,31.74,155.60,96.40,31.38,31.21,110.66,68.67,23.07,18.92,62.73,42.17,8.22,12.29,21743.00,1841.00,8.47,567.24,
1.07,1498.56,0.63,1.59,0.05,0.29,0.59,520.19,151.74,612.07,26.28,2.43,0.04,3.06,0.07,31.88,181.93,147.88,23.17,16.54,103.56,68.24,23.24,12.07,53.52,41.31,7.72,4.47,14325.00,1646.00,11.49,482.95,
0.79,1498.52,0.73,1.36,0.05,0.30,0.56,462.17,140.45,628.83,21.45,0.45,0.19,0.62,0.06,22.77,155.73,94.69,31.39,33.29,104.80,61.73,23.46,19.61,52.78,31.18,7.92,13.68,14077.00,1047.00,7.44,356.47,
0.79,1498.78,0.69,1.45,0.05,0.30,0.55,449.91,135.29,571.79,22.89,0.60,0.05,0.35,0.14,24.02,154.40,95.61,31.20,31.00,109.69,68.02,23.08,18.60,62.46,42.52,7.50,12.40,11654.00,895.00,7.68,420.91,
0.85,1499.09,0.79,1.27,0.04,0.31,0.58,489.87,153.99,598.54,23.37,0.90,0.09,0.44,0.12,24.92,183.21,148.72,23.34,16.22,112.18,73.95,26.35,11.88,55.68,41.82,9.48,4.35,10082.00,796.00,7.90,402.81,
0.71,1498.56,0.63,1.60,0.06,0.30,0.57,512.58,151.52,624.51,26.82,2.56,0.08,2.90,0.12,32.48,157.01,96.74,31.72,32.10,111.04,68.17,23.36,19.51,61.62,41.39,7.59,12.59,21283.00,1703.00,8.00,470.16,
0.84,1499.25,0.66,1.51,0.05,0.30,0.56,505.93,151.12,621.86,26.72,2.52,0.12,2.85,0.17,32.38,135.39,77.55,31.74,30.32,131.89,94.39,19.13,18.36,69.97,52.67,5.29,11.96,13961.00,1450.00,10.39,406.88,
1.25,1499.34,0.58,1.72,0.05,0.29,0.57,506.61,146.20,615.73,26.59,2.58,0.08,2.91,0.06,32.22,181.84,148.55,22.98,15.70,104.56,69.67,23.31,11.57,54.22,42.03,8.05,4.12,16639.00,871.00,5.23,479.22,
0.76,1498.65,0.59,1.68,0.06,0.30,0.56,502.83,153.20,615.13,26.45,2.26,0.26,2.37,0.73,32.07,156.72,96.45,31.67,32.02,111.50,69.12,23.03,19.35,61.96,41.30,7.97,12.67,20994.00,2204.00,10.50,420.65,
0.96,1499.06,0.71,1.42,0.05,0.30,0.56,496.89,149.09,617.70,26.60,2.25,0.11,2.97,0.25,32.18,181.86,148.22,23.54,15.85,101.18,65.64,23.77,11.77,45.45,32.78,8.58,4.08,14946.00,893.00,5.97,344.06,
0.89,1509.35,0.55,1.81,0.07,0.31,0.56,431.06,133.69,560.51,22.78,0.73,0.07,0.32,0.11,24.02,155.51,95.66,31.65,31.46,111.53,68.78,23.34,19.42,61.28,41.41,7.78,12.04,21903.00,2012.00,9.19,373.19,
0.93,1498.80,0.57,1.76,0.07,0.29,0.46,435.40,126.30,663.10,24.73,2.63,0.03,3.05,0.07,30.51,158.55,101.98,29.94,30.28,112.87,72.47,22.14,18.25,63.68,44.38,7.24,12.03,13043.00,1050.00,8.05,460.60,
0.68,1498.41,0.65,1.53,0.05,0.31,0.63,551.88,169.36,653.88,23.78,2.73,0.01,3.16,0.09,29.78,189.89,165.64,19.18,11.48,103.50,72.40,22.09,9.01,54.57,44.18,7.91,2.46,9626.00,814.00,8.46,412.68,
0.68,1498.01,0.65,1.55,0.05,0.30,0.34,283.73,85.38,582.38,17.45,0.78,0.03,0.39,0.10,18.76,144.72,86.30,30.45,32.27,113.82,73.39,21.11,19.32,63.94,43.23,7.73,12.95,9498.00,786.00,8.28,404.58,
0.84,1498.96,0.66,1.52,0.05,0.30,0.64,552.44,167.13,651.30,23.91,2.81,0.01,3.12,0.06,29.91,159.95,101.92,30.08,31.66,133.75,99.69,14.96,19.11,92.90,75.92,4.40,12.56,14938.00,837.00,5.60,375.23,
0.67,1498.55,0.64,1.55,0.05,0.30,0.65,565.72,169.61,674.40,17.71,0.70,0.08,0.44,0.13,19.06,187.48,164.21,18.92,10.69,123.90,100.22,15.14,8.55,81.62,75.09,4.37,2.14,22568.00,1791.00,7.94,406.79,
0.74,1498.68,0.74,1.36,0.05,0.31,0.62,490.05,150.87,616.19,17.64,0.73,0.05,0.39,0.05,18.87,156.34,101.56,29.34,28.91,129.33,97.21,14.33,17.79,76.71,60.66,4.89,11.13,9936.00,780.00,7.85,430.70,
0.87,1500.18,0.51,1.97,0.08,0.31,0.63,543.60,167.98,648.04,28.02,3.82,0.36,4.04,0.20,36.45,194.12,169.52,19.47,11.55,123.82,100.01,14.90,8.92,81.07,73.88,4.53,2.63,14153.00,1421.00,10.04,336.86,
0.88,1499.14,0.52,1.94,0.08,0.31,0.64,550.47,171.05,647.17,24.42,2.49,0.00,2.98,0.16,30.05,159.89,103.02,29.59,30.76,111.76,71.71,21.74,18.31,65.20,45.20,7.52,12.46,14016.00,1584.00,11.30,462.57,
1.71,1476.49,0.61,1.65,0.05,0.27,0.67,457.96,125.83,734.43,28.14,0.93,0.06,0.43,0.03,29.59,154.12,101.92,28.93,27.11,111.40,72.72,21.93,16.75,63.05,45.07,7.61,10.36,31309.00,1796.00,5.74,436.31,
0.81,1498.65,0.53,1.87,0.08,0.31,0.63,541.05,168.14,657.18,24.25,2.53,0.07,3.02,0.09,29.96,188.50,122.01,35.32,33.70,140.21,104.46,15.16,20.59,89.50,71.81,4.45,13.10,22603.00,1507.00,6.67,433.54,
0.71,1498.79,0.65,1.55,0.05,0.31,0.63,552.25,169.68,657.34,23.82,2.86,0.01,3.33,0.07,30.11,155.18,98.97,29.75,29.94,110.65,70.99,21.92,17.75,64.59,44.59,7.79,12.19,9595.00,949.00,9.89,428.02,
0.90,1498.63,0.59,1.69,0.07,0.30,0.64,551.12,168.06,643.86,24.61,1.18,0.04,3.09,0.06,28.98,152.17,101.22,28.50,25.98,127.17,97.04,14.51,15.62,89.58,74.36,4.79,10.36,7887.00,423.00,5.36,331.72,
0.74,1499.16,0.64,1.56,0.06,0.30,0.63,550.37,166.97,655.45,23.05,2.44,0.13,3.30,0.07,28.99,153.97,100.91,28.86,27.55,131.74,100.37,14.84,16.52,90.59,74.93,4.58,11.02,15053.00,1528.00,10.15,384.44,
0.83,1498.62,0.71,1.40,0.05,0.31,0.64,551.73,168.60,649.54,26.96,1.13,0.06,1.82,0.04,30.02,157.26,101.87,29.86,28.82,111.90,72.48,21.71,17.70,63.99,44.80,8.06,11.11,13493.00,1255.00,9.30,737.09,
0.72,1498.93,0.63,1.59,0.06,0.29,0.64,565.27,166.13,663.69,16.50,1.02,0.00,0.46,0.06,18.04,166.83,147.23,17.80,10.16,124.48,102.32,14.12,8.03,64.27,57.79,4.32,2.13,27018.00,1955.00,7.24,397.03,
0.79,1499.24,0.59,1.70,0.06,0.31,0.63,540.48,166.29,645.74,23.25,2.79,0.03,3.31,0.09,29.47,156.61,101.95,29.46,28.93,110.89,71.98,21.74,17.17,64.52,45.03,7.72,11.76,9380.00,885.00,9.43,409.40,
1.10,1498.80,0.48,2.07,0.08,0.31,0.58,484.05,151.02,592.06,25.98,2.58,0.12,3.17,0.07,31.92,155.19,95.26,31.20,32.20,110.90,69.09,22.77,19.05,64.01,42.44,8.37,13.16,19638.00,1548.00,7.88,378.93,
0.87,1499.26,0.70,1.44,0.06,0.30,0.56,508.35,151.91,627.50,27.58,2.76,0.02,3.15,0.05,33.55,185.50,150.71,23.22,17.02,103.30,68.12,22.92,12.26,54.68,41.83,8.08,4.76,9807.00,835.00,8.51,442.50,
0.73,1498.22,0.64,1.56,0.05,0.30,0.58,505.65,152.19,657.54,26.08,2.51,0.04,3.16,0.10,31.89,181.26,146.92,22.85,16.65,104.84,69.88,23.00,11.96,54.89,41.98,8.21,4.69,12075.00,937.00,7.76,421.39,
0.89,1498.93,0.64,1.57,0.05,0.28,0.24,193.32,54.60,548.54,26.10,2.56,0.12,3.15,0.06,31.99,153.96,96.96,31.16,29.08,110.64,69.36,23.34,17.93,60.36,41.45,7.75,11.15,41359.00,1694.00,4.10,349.41,
0.64,1499.09,0.59,1.69,0.08,0.30,0.60,495.83,146.32,596.56,28.10,1.84,0.11,2.17,0.38,32.60,153.69,95.69,31.61,29.55,111.16,69.72,23.43,18.01,62.11,42.88,7.68,11.54,13727.00,876.00,6.38,388.11,
1.37,1499.30,0.45,2.25,0.05,0.30,0.56,498.78,149.36,620.30,26.48,2.33,0.04,2.91,0.03,31.78,156.02,95.39,31.50,32.34,111.16,68.70,23.03,19.43,62.83,42.06,7.81,12.91,18773.00,853.00,4.54,359.94,
0.61,1494.32,0.57,1.75,0.08,0.31,0.59,495.14,155.68,602.40,26.38,2.59,0.26,3.05,0.19,32.49,182.40,121.41,33.65,30.41,144.99,100.64,25.32,19.03,80.49,60.12,8.98,11.39,13482.00,880.00,6.53,411.44,
0.99,1499.13,0.57,1.75,0.07,0.29,0.61,514.26,148.97,606.84,27.06,2.44,0.08,2.84,0.03,32.45,154.84,97.03,31.49,29.72,111.47,70.04,23.54,17.88,61.92,42.53,7.53,11.83,14410.00,313.00,2.17,347.38,
0.99,1499.66,0.58,1.72,0.06,0.31,0.58,483.35,148.17,592.76,25.93,2.76,0.15,3.47,0.08,32.38,164.13,131.88,22.80,15.71,124.39,94.62,18.07,11.69,74.64,65.60,5.01,4.01,27171.00,1299.00,4.78,373.46,
0.86,1498.87,0.79,1.27,0.04,0.30,0.60,488.66,144.17,588.01,27.24,2.40,0.01,2.86,0.03,32.54,155.50,95.28,31.54,32.12,113.09,69.91,23.42,19.75,62.08,41.75,7.95,12.37,13926.00,1315.00,9.44,300.19,
0.93,1499.21,0.64,1.55,0.06,0.29,0.57,514.19,151.27,666.41,26.62,2.39,0.11,2.85,0.23,32.20,154.48,95.80,31.26,30.75,111.66,70.54,23.14,17.98,63.43,42.76,7.89,12.77,15293.00,566.00,3.70,347.41,
0.87,1498.56,0.66,1.53,0.05,0.30,0.53,437.93,130.51,573.58,22.81,0.67,0.11,0.43,0.05,24.07,167.82,134.70,23.56,17.56,127.21,96.48,18.20,12.53,77.26,66.78,5.43,5.03,18660.00,1592.00,8.53,359.32,
0.71,1498.86,0.65,1.55,0.05,0.30,0.58,510.49,152.61,611.87,26.48,2.34,0.22,3.07,0.10,32.21,151.20,92.99,31.12,30.47,106.87,65.20,23.48,18.19,60.78,41.07,7.39,12.28,14434.00,1183.00,8.20,389.36,
0.91,1499.09,0.64,1.56,0.05,0.30,0.57,507.19,151.72,612.52,27.16,2.32,0.06,2.71,0.06,32.31,154.60,95.46,31.55,31.03,110.01,68.00,23.30,18.70,61.25,41.55,7.36,12.32,24554.00,1344.00,5.47,358.76,
0.59,1494.66,0.58,1.71,0.08,0.30,0.60,501.91,152.06,597.25,29.09,1.70,0.09,2.16,0.16,33.20,157.51,95.90,32.21,32.70,113.60,70.24,23.40,19.96,63.48,42.30,8.43,12.75,13327.00,797.00,5.98,402.11,
