Core-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-3,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
0.88,1435.51,0.66,1.51,0.05,0.30,0.57,502.51,149.20,611.20,25.81,2.79,0.06,3.04,0.11,31.80,157.45,95.98,31.91,33.04,116.07,72.08,23.60,20.40,63.23,42.07,8.50,12.65,15263.00,1158.00,7.59,689.40,
0.75,1498.45,0.62,1.61,0.05,0.30,0.34,244.01,72.11,590.13,25.79,2.71,0.01,3.06,0.08,31.65,155.08,95.14,31.16,31.93,109.85,67.60,22.89,19.35,61.98,41.65,7.74,12.58,20319.00,1286.00,6.33,455.17,
0.82,1498.43,0.68,1.48,0.05,0.30,0.57,503.18,152.22,610.87,26.64,2.65,0.17,3.23,0.03,32.72,165.04,132.79,22.77,16.48,125.53,95.24,18.05,12.23,74.24,65.00,4.93,4.25,23620.00,1949.00,8.25,480.76,
0.87,1501.85,0.63,1.59,0.05,0.29,0.44,364.51,106.02,719.31,27.01,2.20,0.17,2.89,0.12,32.40,158.14,96.90,31.61,33.15,112.31,69.19,22.74,20.38,63.03,42.03,8.22,12.77,11742.00,586.00,4.99,721.43,
1.34,1388.67,0.73,1.37,0.05,0.29,0.59,494.39,142.04,607.01,27.15,2.81,0.06,2.99,0.03,33.03,192.97,118.76,37.46,38.60,138.06,96.24,18.67,23.16,87.15,66.21,5.45,15.44,15436.00,853.00,5.53,394.13,
0.85,1498.79,0.66,1.51,0.05,0.30,0.56,504.41,150.40,613.54,21.89,0.85,0.14,0.51,0.05,23.43,156.14,95.93,31.76,31.83,111.07,68.54,23.20,19.32,61.39,40.96,7.92,12.50,10293.00,782.00,7.60,440.32,
1.16,1498.88,0.51,1.98,0.08,0.30,0.53,446.88,132.95,577.47,23.29,0.72,0.08,0.45,0.05,24.60,184.62,149.06,23.34,17.63,104.93,68.97,23.24,12.73,54.87,42.20,7.75,4.90,24838.00,1834.00,7.38,358.38,
0.74,1498.22,0.63,1.59,0.05,0.31,0.56,494.57,152.34,654.55,22.18,0.78,0.25,0.51,0.07,23.79,154.46,94.57,31.29,31.85,129.98,92.57,18.53,18.87,85.45,66.99,5.47,12.97,23840.00,2299.00,9.64,404.99,
1.08,1443.04,0.59,1.71,0.05,0.30,0.23,189.24,55.87,550.67,27.11,2.37,0.06,2.97,0.07,32.58,156.28,96.42,31.60,31.60,112.72,70.57,23.07,19.08,63.02,42.13,8.36,12.52,10192.00,853.00,8.37,354.91,
0.77,1498.11,0.59,1.69,0.05,0.29,0.58,506.75,146.51,610.03,25.99,2.01,0.42,3.09,0.10,31.61,139.26,80.94,31.85,30.63,130.17,93.41,18.39,18.37,68.36,51.09,4.98,12.26,10086.00,849.00,8.42,745.91,
1.05,1499.22,0.73,1.37,0.05,0.31,0.58,482.89,149.86,597.66,26.94,2.54,0.29,2.92,0.06,32.75,157.77,94.80,32.13,34.45,112.81,68.41,23.47,20.92,63.28,42.44,7.27,13.52,17840.00,1514.00,8.49,352.81,
1.38,1455.02,0.68,1.46,0.04,0.30,0.59,526.79,156.83,642.99,26.41,1.46,1.02,1.06,2.31,32.27,182.79,148.64,23.39,16.25,104.13,69.03,23.29,11.81,53.74,41.61,7.67,4.44,39565.00,1835.00,4.64,381.46,
0.88,1498.71,0.50,1.98,0.08,0.29,0.57,507.22,149.18,615.51,26.79,2.44,0.07,2.99,0.06,32.35,154.73,93.59,32.01,32.44,113.08,69.93,23.15,20.00,62.77,42.36,7.95,12.44,10127.00,838.00,8.27,328.91,
1.24,1404.34,0.60,1.67,0.05,0.22,0.52,239.71,52.33,578.95,4.15,1.84,0.00,1.03,0.07,7.09,43.68,41.86,7.69,3.02,39.12,30.26,6.26,2.59,22.36,19.27,1.45,0.43,9745.00,1172.00,12.03,437.08,
0.48,1477.45,0.36,2.81,0.05,0.23,0.54,248.62,56.72,587.01,4.45,1.81,0.00,1.10,0.05,7.41,123.55,54.71,35.11,36.23,56.83,32.09,6.48,18.26,38.77,17.98,1.44,17.97,4274.00,350.00,8.19,312.25,
0.50,1488.82,0.35,2.88,0.06,0.25,0.35,227.98,57.38,564.63,16.50,2.53,0.13,2.76,0.14,22.06,44.40,42.46,7.82,3.21,42.07,32.48,6.72,2.86,21.32,19.91,1.45,0.35,4691.00,336.00,7.16,314.27,
0.46,1475.21,0.37,2.72,0.05,0.22,0.53,247.11,54.65,580.47,9.59,1.59,0.03,1.19,0.11,12.50,30.49,12.95,5.77,2.88,19.93,12.61,6.50,0.81,33.34,19.77,11.44,2.07,17779.00,907.00,5.10,686.47,
2.77,1455.70,0.27,3.67,0.04,0.27,0.33,208.11,56.29,606.84,16.75,3.84,0.07,4.52,0.21,25.39,80.68,42.18,20.40,10.17,23.25,4.32,13.16,5.77,45.38,32.56,8.42,4.40,285631.00,251281.00,87.97,431.76,
1.23,2963.88,0.35,2.82,0.02,0.32,0.41,185.12,60.10,554.12,18.70,2.58,0.20,3.95,0.42,25.85,78.03,33.45,24.00,20.57,27.11,7.00,10.54,9.57,47.75,24.55,9.40,10.99,452597.00,323996.00,71.59,577.93,
0.97,1489.99,0.71,1.42,0.02,0.31,0.20,74.32,22.81,569.33,25.96,0.94,0.04,1.08,0.13,28.15,81.75,40.11,26.57,21.68,35.44,10.86,15.04,9.54,51.02,29.25,9.68,12.14,8822.00,1593.00,18.06,496.85,
1.04,1525.01,0.70,1.43,0.02,0.29,0.29,102.50,30.06,507.38,12.45,1.38,0.05,1.57,0.10,15.55,86.23,42.20,22.95,20.98,37.05,12.16,15.07,9.82,52.08,30.31,9.54,11.16,4958.00,890.00,17.95,458.37,
0.86,2033.63,0.59,1.70,0.02,0.30,0.32,101.26,30.19,506.12,17.28,2.30,0.10,2.57,0.15,22.40,45.21,19.68,13.84,11.46,31.38,12.29,14.04,5.04,41.40,24.56,9.42,6.41,13180.00,1978.00,15.01,435.26,
1.19,1290.50,0.66,1.52,0.02,0.33,0.27,94.08,31.33,483.84,19.20,2.14,0.03,2.57,0.11,24.05,79.89,33.76,27.56,26.69,25.55,4.75,8.66,12.13,48.47,27.49,6.62,14.56,5387.00,1458.00,27.07,444.65,
1.14,1526.25,0.66,1.52,0.02,0.31,0.29,98.16,30.38,553.49,19.93,0.99,0.05,1.25,0.11,22.34,77.81,29.05,24.86,23.71,29.71,11.29,7.36,11.07,47.58,22.68,12.25,12.64,5102.00,1127.00,22.09,483.12,
2.79,2836.09,0.23,4.27,0.02,0.30,0.30,90.11,26.60,488.63,11.48,1.35,0.03,2.85,0.12,15.83,80.85,47.74,27.57,10.69,16.31,0.40,9.27,6.64,31.51,24.05,3.58,4.05,290067.00,261103.00,90.01,677.84,
0.74,2970.98,0.43,2.35,0.02,0.29,0.32,99.31,28.86,543.83,10.87,2.66,0.03,2.76,0.25,16.56,43.15,24.74,11.80,6.15,10.03,2.90,3.03,4.10,61.53,46.68,6.04,2.05,264962.00,215267.00,81.24,592.63,
1.35,1489.65,0.70,1.42,0.02,0.30,0.32,96.50,29.19,545.86,12.56,2.02,0.01,3.51,0.10,18.18,54.81,32.34,17.25,5.28,22.15,0.39,17.65,4.11,40.32,29.94,6.91,1.17,15602.00,2350.00,15.06,435.84,
1.47,1491.39,0.57,1.75,0.02,0.32,0.26,80.43,25.77,527.30,8.45,2.50,0.01,2.51,0.03,13.50,53.43,32.05,18.47,5.35,17.52,0.32,13.21,4.00,48.82,40.18,6.58,1.35,5436.00,1439.00,26.47,594.59,
1.07,1570.27,0.60,1.68,0.02,0.32,0.39,119.40,38.24,514.83,12.74,1.32,0.00,1.49,0.03,15.59,41.93,26.57,10.35,5.17,10.60,0.91,5.63,4.06,35.07,31.45,2.78,1.11,3813.00,810.00,21.24,528.57,
1.25,1509.88,0.73,1.36,0.02,0.31,0.33,103.40,31.62,544.97,14.37,1.92,0.05,2.37,0.22,18.93,51.61,20.93,21.56,9.02,16.15,0.29,8.82,7.04,44.42,37.76,3.97,1.98,7679.00,1284.00,16.72,468.01,
5.71,1502.50,0.21,4.83,0.01,0.28,0.27,89.93,25.18,528.44,16.03,1.56,0.02,2.02,0.05,19.68,59.09,30.55,19.28,9.15,26.01,9.08,10.07,6.86,34.50,22.33,9.89,2.29,4771.00,1360.00,28.51,413.83,
1.17,2802.30,0.44,2.26,0.02,0.32,0.39,159.23,51.36,565.65,13.12,2.00,0.04,2.37,0.09,17.63,36.68,19.73,12.17,4.76,12.46,0.40,8.81,3.25,28.39,23.40,3.41,1.52,309764.00,246655.00,79.63,633.56,
0.68,2971.23,0.48,2.09,0.02,0.27,0.39,115.50,30.96,535.33,11.05,1.22,0.01,1.67,0.08,14.04,44.61,27.80,10.87,5.69,16.80,0.37,12.83,3.60,43.02,35.19,5.37,2.09,277263.00,203795.00,73.50,554.16,
1.17,1478.51,0.64,1.57,0.02,0.31,0.28,93.03,28.75,520.58,14.74,1.85,0.06,2.55,0.08,19.29,70.93,43.22,19.91,7.63,19.33,0.81,14.45,4.07,44.22,32.86,7.71,3.56,5344.00,1545.00,28.91,483.50,
1.05,1483.83,0.69,1.45,0.02,0.30,0.28,81.24,24.51,504.01,15.88,2.58,0.07,2.70,0.06,21.27,67.43,33.10,25.29,11.62,24.59,2.22,14.60,7.77,48.64,35.54,8.70,3.85,4629.00,858.00,18.54,473.41,
1.30,1782.92,0.61,1.63,0.02,0.29,0.31,82.35,24.18,407.11,17.22,2.04,0.02,2.32,0.06,21.66,47.82,26.82,15.48,5.49,18.95,0.50,15.49,2.96,42.75,30.28,7.34,2.54,5272.00,1478.00,28.03,488.56,
1.60,1520.24,0.70,1.44,0.02,0.30,0.33,99.64,30.25,498.50,16.56,1.55,0.00,1.69,0.01,19.80,60.01,29.53,21.53,8.73,20.19,0.58,14.28,5.32,46.36,34.51,7.73,3.41,15997.00,2440.00,15.25,495.69,
1.17,1488.17,0.62,1.60,0.02,0.33,0.32,82.22,27.13,464.14,16.84,2.61,0.04,2.87,0.06,22.42,68.11,29.69,26.46,11.83,27.76,9.56,10.29,7.92,36.24,21.55,10.59,3.91,6055.00,1703.00,28.13,474.87,
6.22,2992.15,0.19,5.40,0.01,0.29,0.32,124.23,35.74,549.43,15.90,1.86,0.03,2.33,0.17,20.29,62.81,36.99,15.78,4.46,11.08,0.29,8.11,2.68,26.77,20.49,4.47,1.78,311264.00,231564.00,74.39,655.38,
0.84,2964.24,0.53,1.90,0.02,0.31,0.35,115.79,35.34,509.82,8.64,1.42,0.04,1.46,0.04,11.59,71.68,40.41,17.85,5.36,24.03,1.15,19.34,3.54,45.42,29.32,9.97,1.82,270804.00,201471.00,74.40,586.28,
1.26,1447.74,0.71,1.41,0.01,0.31,0.27,81.31,25.14,491.10,14.56,2.27,0.02,2.27,0.14,19.26,62.40,32.98,22.62,6.64,22.07,0.52,17.66,3.89,40.63,29.85,8.01,2.75,5956.00,1427.00,23.96,447.41,
1.25,1402.87,0.72,1.39,0.02,0.33,0.27,100.23,32.83,571.02,15.07,2.30,0.21,2.43,0.16,20.19,64.32,33.14,22.34,9.08,16.82,0.50,10.39,5.92,40.68,30.83,6.84,3.16,13777.00,2189.00,15.89,526.76,
1.34,1490.10,0.65,1.54,0.02,0.30,0.33,109.13,32.31,531.20,17.53,2.13,0.02,2.35,0.09,22.12,58.42,26.40,22.47,9.43,19.53,0.88,12.57,6.08,40.87,31.15,6.91,3.36,5742.00,1352.00,23.55,569.87,
1.27,1502.64,0.65,1.53,0.01,0.30,0.33,102.79,31.02,493.69,17.66,1.80,0.01,2.83,0.05,22.34,68.88,42.28,19.70,7.21,19.48,0.55,15.15,3.78,40.86,30.13,7.26,3.43,13810.00,2143.00,15.52,503.54,
1.33,1529.52,0.75,1.33,0.01,0.28,0.31,94.50,26.64,500.58,16.76,0.83,1.18,0.57,0.27,19.61,81.71,46.42,25.78,10.03,33.68,12.38,14.55,6.76,50.35,39.96,6.59,3.26,11032.00,2357.00,21.37,458.66,
1.30,2935.84,0.35,2.82,0.02,0.30,0.31,110.88,33.26,496.11,9.67,1.38,0.01,1.43,0.04,12.52,60.68,31.89,22.32,6.20,16.58,0.31,12.44,3.82,38.43,30.20,5.01,2.38,415991.00,274642.00,66.02,553.96,
1.15,2972.84,0.47,2.13,0.02,0.31,0.28,89.72,27.53,510.62,17.47,1.16,0.02,1.53,0.06,20.23,59.89,31.79,21.83,6.11,15.76,0.46,11.81,3.49,46.26,36.08,7.52,2.62,326268.00,228886.00,70.15,570.71,
1.41,1494.47,0.61,1.63,0.02,0.33,0.36,113.33,36.95,495.46,14.08,1.99,0.02,3.31,0.06,19.47,61.41,33.02,22.13,6.54,25.64,0.79,20.95,3.90,50.30,36.61,9.91,2.64,5207.00,1178.00,22.62,750.14,
1.33,1510.11,0.66,1.51,0.02,0.30,0.39,124.63,37.37,539.95,17.86,1.70,0.02,2.34,0.13,22.05,61.93,24.87,27.84,9.33,19.57,0.46,12.84,6.27,27.15,19.08,5.08,3.06,5633.00,1181.00,20.97,487.90,
1.67,1496.23,0.71,1.41,0.01,0.32,0.26,80.41,25.91,510.59,12.67,2.12,0.03,2.68,0.10,17.59,67.38,39.29,21.76,6.20,21.87,1.26,16.68,3.93,39.26,29.02,6.95,2.28,7966.00,1941.00,24.37,540.56,
1.68,1516.92,0.61,1.64,0.01,0.30,0.26,81.67,24.78,505.97,19.91,1.30,0.03,1.95,0.04,23.22,62.77,36.73,20.91,5.07,19.24,0.45,15.48,3.32,37.80,29.66,6.37,1.75,6541.00,1746.00,26.69,507.10,
1.49,1495.51,0.75,1.33,0.02,0.33,0.33,102.39,33.91,481.53,15.55,2.91,0.03,3.09,0.12,21.71,59.86,29.27,23.81,6.59,24.12,0.54,19.17,4.42,45.10,30.60,8.93,2.17,7046.00,1648.00,23.39,483.83,
1.95,1497.10,0.67,1.49,0.01,0.30,0.28,97.45,29.56,544.37,14.78,2.02,0.07,1.93,0.09,18.89,41.67,23.96,14.64,3.25,17.68,0.55,15.09,2.04,41.36,33.44,6.63,1.21,8248.00,2244.00,27.21,582.05,
1.09,1492.04,0.65,1.53,0.02,0.33,0.27,80.36,26.33,506.92,16.78,2.58,0.01,3.48,0.07,22.93,62.75,35.47,21.40,5.72,18.33,0.61,14.20,3.52,41.96,32.89,6.73,2.20,4472.00,1042.00,23.30,566.10,
1.67,1495.84,0.52,1.92,0.01,0.31,0.35,111.10,34.27,499.43,11.47,2.48,0.01,2.08,0.06,16.11,42.88,40.36,7.76,3.26,24.28,13.95,7.48,2.85,35.73,22.93,12.38,0.41,5502.00,1372.00,24.94,466.08,
1.54,2687.12,0.47,2.13,0.03,0.26,0.35,74.54,19.43,488.98,6.10,0.66,0.03,1.47,0.17,8.42,18.21,9.92,5.30,2.99,56.91,45.09,10.24,1.59,29.45,25.45,1.85,1.41,293570.00,231072.00,78.71,568.26,
3.84,2974.07,0.13,7.53,0.03,0.18,0.57,278.67,49.32,587.22,6.44,1.90,0.00,1.11,0.07,9.52,49.88,44.08,8.54,3.42,37.82,28.74,6.34,2.74,21.48,17.92,1.30,0.68,558901.00,379310.00,67.87,466.09,
0.78,1739.81,0.42,2.40,0.05,0.31,0.46,283.16,87.65,599.73,4.57,1.75,0.00,1.26,0.05,7.63,41.11,39.85,7.49,3.02,38.13,29.18,6.37,2.58,20.85,17.30,1.39,0.45,19692.00,3363.00,17.08,583.08,
0.58,2178.12,0.42,2.37,0.06,0.19,0.54,262.92,50.04,580.79,21.90,1.31,0.04,1.29,0.30,24.84,54.18,21.92,8.66,23.26,50.80,32.58,6.57,11.65,32.49,18.07,1.39,11.61,24810.00,3527.00,14.22,600.60,
0.61,2050.18,0.39,2.57,0.06,0.21,0.54,235.96,50.29,592.47,4.53,1.78,0.00,1.26,0.09,7.66,97.10,61.65,19.78,15.46,45.48,29.83,6.32,9.33,22.53,15.17,1.18,6.13,48078.00,2438.00,5.07,677.89,
0.70,1631.66,0.40,2.51,0.05,0.20,0.54,249.50,51.00,585.89,4.47,1.80,0.00,1.13,0.07,7.47,46.89,39.99,7.68,3.20,41.88,32.45,6.64,2.79,24.25,20.14,1.32,0.41,19644.00,2618.00,13.33,569.72,
1.18,2324.83,0.62,1.63,0.03,0.31,0.48,90.11,27.51,394.72,20.00,1.17,0.16,0.96,0.05,22.34,42.22,39.97,7.47,3.26,38.30,29.24,6.23,2.83,19.25,16.79,1.46,0.43,38572.00,3341.00,8.66,967.14,
0.57,2212.24,0.34,2.90,0.06,0.18,0.55,252.23,45.15,588.02,20.44,2.15,0.20,2.12,0.12,25.04,48.44,43.47,7.80,3.38,44.73,34.95,6.80,2.97,17.72,15.82,1.29,0.41,24977.00,2852.00,11.42,760.49,
0.69,3332.31,0.35,2.89,0.05,0.20,0.56,251.39,51.11,589.20,26.28,2.90,0.01,1.93,0.14,31.26,61.55,50.28,9.24,3.19,36.67,17.27,17.14,2.26,34.41,29.80,3.69,0.94,340315.00,249975.00,73.45,588.52,
0.77,2319.11,0.40,2.48,0.03,0.19,0.56,244.15,47.43,588.38,4.81,1.76,0.00,1.25,0.12,7.93,44.04,41.60,7.79,3.20,43.72,31.16,9.79,2.77,36.83,28.00,4.45,0.43,4764.00,1057.00,22.19,802.94,
0.65,2356.18,0.36,2.78,0.04,0.23,0.51,234.57,54.38,588.41,4.33,1.82,0.02,0.98,0.07,7.22,43.82,37.54,7.23,3.10,50.20,29.88,17.72,2.59,13.36,20.53,4.33,0.51,2986.00,435.00,14.57,737.80,
4.06,1915.50,0.16,6.24,0.04,0.20,0.47,185.27,37.25,554.28,4.21,1.87,0.00,1.06,0.09,7.24,99.30,63.49,21.26,18.70,47.90,30.22,6.23,11.45,22.62,13.80,1.39,7.25,16438.00,1609.00,9.79,732.39,
0.83,1821.14,0.58,1.73,0.05,0.31,0.34,173.50,52.96,546.41,4.35,1.81,0.00,1.14,0.02,7.32,65.05,38.16,14.00,12.94,46.71,32.02,6.55,8.14,23.47,16.92,1.47,4.80,4920.00,874.00,17.76,395.69,
0.58,1963.21,0.50,2.00,0.04,0.22,0.51,237.25,52.71,593.67,19.35,2.17,0.08,2.41,0.21,24.22,47.09,42.19,7.50,3.26,38.57,29.60,6.20,2.78,20.93,18.75,1.47,0.48,3411.00,393.00,11.52,417.35,
0.59,1492.00,0.44,2.27,0.05,0.30,0.25,112.81,33.47,529.32,17.21,2.03,0.03,2.13,0.13,21.52,32.94,20.13,16.50,7.72,31.21,12.31,13.63,5.27,44.27,36.63,5.08,2.45,3582.00,429.00,11.98,482.46,
0.69,2977.14,0.36,2.80,0.05,0.28,0.43,245.57,69.01,559.29,4.25,1.86,0.00,1.01,0.16,7.29,43.07,36.71,7.10,2.77,36.56,27.89,6.39,2.28,20.56,18.28,1.38,0.49,274922.00,211235.00,76.83,564.60,
2.11,1501.83,0.20,5.10,0.03,0.21,0.53,242.07,49.98,583.08,12.67,1.50,0.02,1.53,0.14,15.85,48.37,42.03,8.00,3.93,56.23,31.19,21.67,3.37,55.38,44.44,10.38,0.56,3234.00,431.00,13.33,409.83,
0.81,1480.37,0.57,1.77,0.03,0.22,0.52,229.93,51.06,579.56,4.42,1.83,0.00,1.16,0.02,7.42,101.24,67.04,18.54,15.75,47.25,31.23,6.43,9.58,25.28,16.97,1.35,6.17,4026.00,587.00,14.58,537.33,
0.69,1555.54,0.55,1.81,0.06,0.20,0.57,256.00,51.38,597.16,4.96,1.95,0.00,1.32,0.09,8.31,46.51,40.42,8.11,3.87,27.54,10.53,13.71,3.30,22.65,14.33,7.75,0.57,10843.00,665.00,6.13,439.86,
51.40,1830.40,0.71,1.40,0.00,0.35,0.00,0.96,0.34,402.43,8.03,1.49,1.54,0.15,0.41,11.63,23.97,0.25,13.88,9.85,15.68,0.57,7.70,7.40,7.28,0.01,4.83,2.44,169552.00,91858.00,54.18,393.52,
100.04,3700.61,0.48,2.09,0.00,0.35,0.00,0.83,0.30,402.20,8.58,2.05,1.00,0.05,0.03,11.71,20.83,0.20,11.86,8.87,14.66,0.57,7.46,6.64,6.14,0.01,3.90,2.23,429558.00,199829.00,46.52,549.67,
100.04,3719.54,0.76,1.31,0.00,0.33,0.14,53.01,17.52,472.22,8.51,1.72,0.23,1.98,0.19,12.64,67.58,23.95,23.48,25.96,29.06,7.55,9.23,12.28,52.33,32.54,6.08,13.67,673849.00,265794.00,39.44,500.60,
1.08,1489.35,0.60,1.66,0.02,0.01,0.35,82.78,1.17,558.11,0.73,1.81,0.00,0.99,0.00,3.53,5.13,0.19,4.16,0.08,3.16,0.00,3.14,0.02,1.23,0.44,0.50,0.06,6160.00,1449.00,23.52,427.56,
0.43,1498.88,0.40,2.47,0.02,0.01,0.37,85.58,0.60,554.95,0.69,1.87,0.00,1.02,0.02,3.60,5.17,0.25,4.08,0.19,3.13,0.00,2.94,0.19,1.26,0.60,0.53,0.00,9177.00,1524.00,16.61,395.95,
0.52,1451.18,0.32,3.12,0.05,0.20,0.56,260.73,53.34,580.38,14.09,2.40,0.06,2.40,0.22,19.16,46.73,42.24,7.41,3.02,21.30,11.64,6.99,2.67,33.87,21.43,11.89,0.35,4568.00,543.00,11.89,381.52,
0.63,2499.58,0.37,2.67,0.03,0.25,0.34,188.93,46.97,569.14,4.24,1.76,0.00,1.17,0.07,7.24,65.06,70.82,11.43,6.05,45.63,33.95,6.51,5.17,21.75,18.94,1.26,0.89,240723.00,216644.00,90.00,731.72,
0.35,2919.99,0.24,4.22,0.05,0.18,0.56,254.35,46.20,584.09,6.21,1.80,0.00,1.26,0.05,9.32,61.24,71.25,11.33,6.53,38.61,19.63,13.27,5.71,38.53,29.68,8.05,0.81,383192.00,281315.00,73.41,558.20,
0.96,1507.00,0.44,2.26,0.02,0.20,0.53,232.52,45.62,583.65,4.63,1.95,0.00,1.08,0.07,7.73,45.06,43.76,7.53,3.16,38.23,29.10,6.40,2.73,21.17,19.25,1.40,0.43,4022.00,584.00,14.52,805.80,
0.52,1452.11,0.32,3.13,0.05,0.18,0.57,303.61,55.93,614.32,12.13,1.93,0.04,2.13,0.12,16.35,47.16,42.09,7.71,3.12,42.09,32.86,6.49,2.73,19.64,17.67,1.51,0.39,12484.00,1142.00,9.15,591.25,
4.26,1446.36,0.17,5.80,0.03,0.19,0.57,259.72,50.40,590.16,15.01,0.71,0.15,1.21,0.35,17.42,63.26,22.30,34.29,17.52,38.09,17.86,12.19,8.04,45.15,22.20,13.37,9.48,8093.00,985.00,12.17,439.15,
2.27,1834.87,0.25,3.94,0.08,0.29,0.61,439.81,125.86,635.06,12.03,1.37,0.00,1.07,0.15,14.62,127.15,94.94,24.03,11.89,44.79,29.58,6.33,8.88,20.23,15.70,1.15,3.02,389322.00,191415.00,49.17,631.68,
0.32,2983.48,0.26,3.78,0.05,0.25,0.35,337.34,84.35,953.28,6.76,1.83,0.22,1.14,0.58,10.54,43.90,38.00,7.28,3.06,42.34,33.25,6.58,2.52,21.58,18.77,1.33,0.54,418236.00,191573.00,45.81,526.18,
0.43,1750.37,0.34,2.94,0.05,0.22,0.55,249.30,55.92,590.55,4.40,1.86,0.00,0.96,0.02,7.25,47.97,41.54,7.69,3.34,40.72,31.48,6.35,2.90,19.78,17.21,1.31,0.44,5795.00,945.00,16.31,406.47,
0.50,1770.32,0.28,3.55,0.05,0.20,0.56,275.74,54.97,589.27,19.91,1.50,0.08,1.19,0.15,22.82,48.12,43.53,7.98,3.21,40.73,31.56,6.45,2.71,20.66,18.55,1.26,0.50,423568.00,66864.00,15.79,522.76,
0.48,1484.01,0.35,2.82,0.05,0.20,0.55,263.40,52.52,595.31,4.48,1.86,0.00,1.26,0.07,7.67,47.70,43.15,7.59,3.35,41.06,31.76,6.40,2.90,31.99,20.26,1.65,0.45,9475.00,2022.00,21.34,393.28,
0.88,1599.22,0.56,1.79,0.06,0.28,0.25,105.68,29.21,703.69,4.10,1.85,0.02,1.08,0.09,7.14,47.34,41.34,7.48,3.17,41.39,32.21,6.45,2.73,19.95,17.85,1.31,0.44,14778.00,2619.00,17.72,389.77,
0.49,1489.07,0.35,2.89,0.06,0.22,0.54,247.14,54.66,594.53,4.66,1.93,0.00,1.15,0.09,7.82,47.45,42.55,7.74,3.33,42.62,33.05,6.72,2.85,21.58,19.28,1.40,0.48,4309.00,369.00,8.56,356.73,
0.47,1464.42,0.36,2.77,0.05,0.22,0.53,244.91,53.27,589.79,18.00,3.25,0.27,3.07,0.17,24.76,43.35,37.56,7.74,3.35,41.83,32.49,6.47,2.87,20.79,18.04,1.35,0.48,4245.00,352.00,8.29,413.85,
0.49,1469.36,0.36,2.79,0.05,0.21,0.54,244.28,51.12,590.21,4.24,1.72,0.02,0.99,0.11,7.09,47.45,42.30,7.66,6.62,32.34,14.30,11.93,6.11,56.42,33.19,10.04,0.50,11385.00,667.00,5.86,431.39,
0.47,1460.72,0.36,2.75,0.05,0.21,0.54,246.75,52.82,588.33,8.50,1.43,0.09,1.37,0.14,11.52,103.09,59.90,21.39,22.08,46.11,21.18,12.48,12.44,42.15,26.58,6.35,9.64,4257.00,366.00,8.60,423.78,
0.57,1489.00,0.30,3.37,0.05,0.21,0.57,259.37,54.93,587.63,4.57,1.84,0.00,1.03,0.09,7.53,49.47,43.45,8.11,3.70,38.39,28.66,6.63,3.10,22.74,20.49,1.61,0.60,27732.00,3640.00,13.13,700.06,
0.88,1468.57,0.46,2.16,0.07,0.21,0.56,263.59,55.01,596.20,4.49,1.85,0.00,1.03,0.11,7.47,46.09,42.03,7.36,2.98,41.17,32.12,6.49,2.56,20.07,17.74,1.51,0.43,8603.00,906.00,10.53,417.15,
0.49,1462.17,0.35,2.89,0.05,0.24,0.34,188.09,45.07,626.01,4.57,1.88,0.00,0.99,0.07,7.50,47.79,43.01,7.63,3.35,38.40,23.62,11.88,2.90,39.21,33.97,4.98,0.45,4207.00,351.00,8.34,419.25,
0.49,1489.45,0.36,2.80,0.05,0.20,0.55,268.15,53.42,600.12,4.64,1.77,0.00,1.12,0.09,7.62,73.69,49.15,13.67,12.64,15.97,6.99,1.36,7.62,11.16,5.83,0.31,5.02,9062.00,949.00,10.47,397.55,
0.45,1467.96,0.38,2.63,0.05,0.22,0.53,241.64,52.82,585.91,5.55,2.71,0.09,0.94,0.16,9.45,96.67,63.18,18.69,16.87,48.29,31.87,6.31,10.11,27.50,18.22,1.51,6.76,4396.00,365.00,8.30,280.07,
0.46,1473.02,0.38,2.63,0.05,0.21,0.55,254.34,52.91,590.71,4.63,1.95,0.02,1.05,0.11,7.77,46.23,42.53,7.28,2.94,38.46,29.69,6.24,2.54,22.02,18.38,1.33,0.41,7593.00,557.00,7.34,321.54,
0.52,1426.95,0.32,3.11,0.05,0.22,0.53,243.61,53.35,595.68,4.52,1.84,0.00,1.15,0.11,7.62,47.66,42.78,7.65,3.16,49.79,27.93,19.19,2.67,47.86,39.02,8.49,0.48,4463.00,355.00,7.95,620.12,
